	Epoch			Reward
Episode:	6075	Avereged	reward:	20.87
Episode:	6076	Avereged	reward:	20.5
Episode:	6077	Avereged	reward:	20.03
Episode:	6078	Avereged	reward:	20.1
Episode:	6079	Avereged	reward:	20.07
Episode:	6080	Avereged	reward:	20.23
Episode:	6081	Avereged	reward:	20.57
Episode:	6082	Avereged	reward:	20.53
Episode:	6083	Avereged	reward:	20.53
Episode:	6084	Avereged	reward:	20.23
Episode:	6085	Avereged	reward:	20.6
Episode:	6086	Avereged	reward:	21
Episode:	6087	Avereged	reward:	21.37
Episode:	6088	Avereged	reward:	21.5
Episode:	6089	Avereged	reward:	21.5
Episode:	6090	Avereged	reward:	21.83
Episode:	6091	Avereged	reward:	21.73
Episode:	6092	Avereged	reward:	22.1
Episode:	6093	Avereged	reward:	22.1
Episode:	6094	Avereged	reward:	22.57
Episode:	6095	Avereged	reward:	22.3
Episode:	6096	Avereged	reward:	22.17
Episode:	6097	Avereged	reward:	22.27
Episode:	6098	Avereged	reward:	22.33
Episode:	6099	Avereged	reward:	21.97
Episode:	6100	Avereged	reward:	22
Episode:	6101	Avereged	reward:	22.4
Episode:	6102	Avereged	reward:	22.47
Episode:	6103	Avereged	reward:	22.63
Episode:	6104	Avereged	reward:	22.23
Episode:	6105	Avereged	reward:	22.17
Episode:	6106	Avereged	reward:	22.47
Episode:	6107	Avereged	reward:	22.83
Episode:	6108	Avereged	reward:	22.83
Episode:	6109	Avereged	reward:	22.73
Episode:	6110	Avereged	reward:	22.47
Episode:	6111	Avereged	reward:	22.17
Episode:	6112	Avereged	reward:	22.23
Episode:	6113	Avereged	reward:	22.17
Episode:	6114	Avereged	reward:	22.1
Episode:	6115	Avereged	reward:	21.9
Episode:	6116	Avereged	reward:	21.53
Episode:	6117	Avereged	reward:	21.53
Episode:	6118	Avereged	reward:	21.73
Episode:	6119	Avereged	reward:	21.47
Episode:	6120	Avereged	reward:	21.47
Episode:	6121	Avereged	reward:	21.93
Episode:	6122	Avereged	reward:	21.93
Episode:	6123	Avereged	reward:	21.63
Episode:	6124	Avereged	reward:	21.47
Episode:	6125	Avereged	reward:	22
Episode:	6126	Avereged	reward:	22.13
Episode:	6127	Avereged	reward:	22.03
Episode:	6128	Avereged	reward:	21.87
Episode:	6129	Avereged	reward:	22
Episode:	6130	Avereged	reward:	22.23
Episode:	6131	Avereged	reward:	21.7
Episode:	6132	Avereged	reward:	21.87
Episode:	6133	Avereged	reward:	21.57
Episode:	6134	Avereged	reward:	21.43
Episode:	6135	Avereged	reward:	21.57
Episode:	6136	Avereged	reward:	21.27
Episode:	6137	Avereged	reward:	21.23
Episode:	6138	Avereged	reward:	21.1
Episode:	6139	Avereged	reward:	21.43
Episode:	6140	Avereged	reward:	21.9
Episode:	6141	Avereged	reward:	22.07
Episode:	6142	Avereged	reward:	22
Episode:	6143	Avereged	reward:	22.07
Episode:	6144	Avereged	reward:	22.43
Episode:	6145	Avereged	reward:	23.03
Episode:	6146	Avereged	reward:	23.37
Episode:	6147	Avereged	reward:	23.03
Episode:	6148	Avereged	reward:	23.13
Episode:	6149	Avereged	reward:	23.4
Episode:	6150	Avereged	reward:	23.4
Episode:	6151	Avereged	reward:	23.47
Episode:	6152	Avereged	reward:	23.47
Episode:	6153	Avereged	reward:	23.77
Episode:	6154	Avereged	reward:	23.93
Episode:	6155	Avereged	reward:	23.63
Episode:	6156	Avereged	reward:	23.63
Episode:	6157	Avereged	reward:	23.6
Episode:	6158	Avereged	reward:	24.67
Episode:	6159	Avereged	reward:	24.47
Episode:	6160	Avereged	reward:	24.13
Episode:	6161	Avereged	reward:	24.83
Episode:	6162	Avereged	reward:	24.57
Episode:	6163	Avereged	reward:	24.57
Episode:	6164	Avereged	reward:	25.3
Episode:	6165	Avereged	reward:	25.83
Episode:	6166	Avereged	reward:	25.8
Episode:	6167	Avereged	reward:	25.73
Episode:	6168	Avereged	reward:	25.87
Episode:	6169	Avereged	reward:	25.87
Episode:	6170	Avereged	reward:	25.9
Episode:	6171	Avereged	reward:	25.73
Episode:	6172	Avereged	reward:	26.2
Episode:	6173	Avereged	reward:	26.1
Episode:	6174	Avereged	reward:	26.1
Episode:	6175	Avereged	reward:	26
Episode:	6176	Avereged	reward:	25.43
Episode:	6177	Avereged	reward:	25.77
Episode:	6178	Avereged	reward:	25.23
Episode:	6179	Avereged	reward:	25.2
Episode:	6180	Avereged	reward:	24.9
Episode:	6181	Avereged	reward:	24.67
Episode:	6182	Avereged	reward:	24.2
Episode:	6183	Avereged	reward:	24.13
Episode:	6184	Avereged	reward:	23.83
Episode:	6185	Avereged	reward:	23.9
Episode:	6186	Avereged	reward:	23.9
Episode:	6187	Avereged	reward:	24.23
Episode:	6188	Avereged	reward:	23.13
Episode:	6189	Avereged	reward:	23.4
Episode:	6190	Avereged	reward:	23.2
Episode:	6191	Avereged	reward:	22.67
Episode:	6192	Avereged	reward:	22.77
Episode:	6193	Avereged	reward:	22.57
Episode:	6194	Avereged	reward:	22.03
Episode:	6195	Avereged	reward:	21.63
Episode:	6196	Avereged	reward:	21.63
Episode:	6197	Avereged	reward:	21.67
Episode:	6198	Avereged	reward:	21.23
Episode:	6199	Avereged	reward:	21.23
Episode:	6200	Avereged	reward:	20.93
Episode:	6201	Avereged	reward:	21.5
Episode:	6202	Avereged	reward:	21.2
Episode:	6203	Avereged	reward:	20.73
Episode:	6204	Avereged	reward:	20.37
Episode:	6205	Avereged	reward:	19.93
Episode:	6206	Avereged	reward:	20.53
Episode:	6207	Avereged	reward:	20.47
Episode:	6208	Avereged	reward:	20.93
Episode:	6209	Avereged	reward:	20.73
Episode:	6210	Avereged	reward:	20.5
Episode:	6211	Avereged	reward:	21
Episode:	6212	Avereged	reward:	21.43
Episode:	6213	Avereged	reward:	21.5
Episode:	6214	Avereged	reward:	21.73
Episode:	6215	Avereged	reward:	21.97
Episode:	6216	Avereged	reward:	21.77
Episode:	6217	Avereged	reward:	21.13
Episode:	6218	Avereged	reward:	20.93
Episode:	6219	Avereged	reward:	21.07
Episode:	6220	Avereged	reward:	21.23
Episode:	6221	Avereged	reward:	21.33
Episode:	6222	Avereged	reward:	21.23
Episode:	6223	Avereged	reward:	21.33
Episode:	6224	Avereged	reward:	21.6
Episode:	6225	Avereged	reward:	21.47
Episode:	6226	Avereged	reward:	21.6
Episode:	6227	Avereged	reward:	21.3
Episode:	6228	Avereged	reward:	21.53
Episode:	6229	Avereged	reward:	21.53
Episode:	6230	Avereged	reward:	21.7
Episode:	6231	Avereged	reward:	21.6
Episode:	6232	Avereged	reward:	21.97
Episode:	6233	Avereged	reward:	22.53
Episode:	6234	Avereged	reward:	22.5
Episode:	6235	Avereged	reward:	23.07
Episode:	6236	Avereged	reward:	22.97
Episode:	6237	Avereged	reward:	23.03
Episode:	6238	Avereged	reward:	23.03
Episode:	6239	Avereged	reward:	23.27
Episode:	6240	Avereged	reward:	23.8
Episode:	6241	Avereged	reward:	23.23
Episode:	6242	Avereged	reward:	23.03
Episode:	6243	Avereged	reward:	23.03
Episode:	6244	Avereged	reward:	22.83
Episode:	6245	Avereged	reward:	22.7
Episode:	6246	Avereged	reward:	22.77
Episode:	6247	Avereged	reward:	23.33
Episode:	6248	Avereged	reward:	23.57
Episode:	6249	Avereged	reward:	23.6
Episode:	6250	Avereged	reward:	23.43
Episode:	6251	Avereged	reward:	23.57
Episode:	6252	Avereged	reward:	23.83
Episode:	6253	Avereged	reward:	23.97
Episode:	6254	Avereged	reward:	24.13
Episode:	6255	Avereged	reward:	24.5
Episode:	6256	Avereged	reward:	24.5
Episode:	6257	Avereged	reward:	24.53
Episode:	6258	Avereged	reward:	24.73
Episode:	6259	Avereged	reward:	24.73
Episode:	6260	Avereged	reward:	24.8
Episode:	6261	Avereged	reward:	24.77
Episode:	6262	Avereged	reward:	24.47
Episode:	6263	Avereged	reward:	24.47
Episode:	6264	Avereged	reward:	24.87
Episode:	6265	Avereged	reward:	24.07
Episode:	6266	Avereged	reward:	24.07
Episode:	6267	Avereged	reward:	23.8
Episode:	6268	Avereged	reward:	23.87
Episode:	6269	Avereged	reward:	23.67
Episode:	6270	Avereged	reward:	23.4
Episode:	6271	Avereged	reward:	23.33
Episode:	6272	Avereged	reward:	22.97
Episode:	6273	Avereged	reward:	23.33
Episode:	6274	Avereged	reward:	23.6
Episode:	6275	Avereged	reward:	23.43
Episode:	6276	Avereged	reward:	23.37
Episode:	6277	Avereged	reward:	23.1
Episode:	6278	Avereged	reward:	23.1
Episode:	6279	Avereged	reward:	22.97
Episode:	6280	Avereged	reward:	23.23
Episode:	6281	Avereged	reward:	23.13
Episode:	6282	Avereged	reward:	23.13
Episode:	6283	Avereged	reward:	23.53
Episode:	6284	Avereged	reward:	23.53
Episode:	6285	Avereged	reward:	23.17
Episode:	6286	Avereged	reward:	23.2
Episode:	6287	Avereged	reward:	23.37
Episode:	6288	Avereged	reward:	23
Episode:	6289	Avereged	reward:	23
Episode:	6290	Avereged	reward:	22.97
Episode:	6291	Avereged	reward:	23.1
Episode:	6292	Avereged	reward:	23.17
Episode:	6293	Avereged	reward:	23.13
Episode:	6294	Avereged	reward:	22.5
Episode:	6295	Avereged	reward:	22.57
Episode:	6296	Avereged	reward:	22.47
Episode:	6297	Avereged	reward:	22.33
Episode:	6298	Avereged	reward:	22.1
Episode:	6299	Avereged	reward:	22.27
Episode:	6300	Avereged	reward:	22.4
Episode:	6301	Avereged	reward:	22.1
Episode:	6302	Avereged	reward:	22.37
Episode:	6303	Avereged	reward:	21.8
Episode:	6304	Avereged	reward:	21.8
Episode:	6305	Avereged	reward:	22.1
Episode:	6306	Avereged	reward:	21.93
Episode:	6307	Avereged	reward:	22.17
Episode:	6308	Avereged	reward:	22.6
Episode:	6309	Avereged	reward:	22.73
Episode:	6310	Avereged	reward:	23
Episode:	6311	Avereged	reward:	23.4
Episode:	6312	Avereged	reward:	23.23
Episode:	6313	Avereged	reward:	22.93
Episode:	6314	Avereged	reward:	22.7
Episode:	6315	Avereged	reward:	22.67
Episode:	6316	Avereged	reward:	22.9
Episode:	6317	Avereged	reward:	23.07
Episode:	6318	Avereged	reward:	23.3
Episode:	6319	Avereged	reward:	23.3
Episode:	6320	Avereged	reward:	23.27
Episode:	6321	Avereged	reward:	23.27
Episode:	6322	Avereged	reward:	23.5
Episode:	6323	Avereged	reward:	23.33
Episode:	6324	Avereged	reward:	23.53
Episode:	6325	Avereged	reward:	23.83
Episode:	6326	Avereged	reward:	24.03
Episode:	6327	Avereged	reward:	24.1
Episode:	6328	Avereged	reward:	24.17
Episode:	6329	Avereged	reward:	24.13
Episode:	6330	Avereged	reward:	24.1
Episode:	6331	Avereged	reward:	24.4
Episode:	6332	Avereged	reward:	24.4
Episode:	6333	Avereged	reward:	24.3
Episode:	6334	Avereged	reward:	23.87
Episode:	6335	Avereged	reward:	23.9
Episode:	6336	Avereged	reward:	23.67
Episode:	6337	Avereged	reward:	23.37
Episode:	6338	Avereged	reward:	23.1
Episode:	6339	Avereged	reward:	22.83
Episode:	6340	Avereged	reward:	22.43
Episode:	6341	Avereged	reward:	22.3
Episode:	6342	Avereged	reward:	22
Episode:	6343	Avereged	reward:	22.1
Episode:	6344	Avereged	reward:	22.33
Episode:	6345	Avereged	reward:	22.53
Episode:	6346	Avereged	reward:	22.17
Episode:	6347	Avereged	reward:	22.17
Episode:	6348	Avereged	reward:	22
Episode:	6349	Avereged	reward:	21.77
Episode:	6350	Avereged	reward:	22.47
Episode:	6351	Avereged	reward:	22.73
Episode:	6352	Avereged	reward:	22.33
Episode:	6353	Avereged	reward:	22.53
Episode:	6354	Avereged	reward:	22.97
Episode:	6355	Avereged	reward:	22.97
Episode:	6356	Avereged	reward:	22.97
Episode:	6357	Avereged	reward:	23.1
Episode:	6358	Avereged	reward:	23.27
Episode:	6359	Avereged	reward:	23.03
Episode:	6360	Avereged	reward:	23.17
Episode:	6361	Avereged	reward:	23.47
Episode:	6362	Avereged	reward:	23.63
Episode:	6363	Avereged	reward:	23.83
Episode:	6364	Avereged	reward:	23.8
Episode:	6365	Avereged	reward:	24.13
Episode:	6366	Avereged	reward:	24.73
Episode:	6367	Avereged	reward:	24.6
Episode:	6368	Avereged	reward:	24.37
Episode:	6369	Avereged	reward:	24.47
Episode:	6370	Avereged	reward:	24.87
Episode:	6371	Avereged	reward:	25
Episode:	6372	Avereged	reward:	25.47
Episode:	6373	Avereged	reward:	25.47
Episode:	6374	Avereged	reward:	25.17
Episode:	6375	Avereged	reward:	25.2
Episode:	6376	Avereged	reward:	25.4
Episode:	6377	Avereged	reward:	25.07
Episode:	6378	Avereged	reward:	25.37
Episode:	6379	Avereged	reward:	25.6
Episode:	6380	Avereged	reward:	25.03
Episode:	6381	Avereged	reward:	24.47
Episode:	6382	Avereged	reward:	24.47
Episode:	6383	Avereged	reward:	24
Episode:	6384	Avereged	reward:	23.7
Episode:	6385	Avereged	reward:	23.7
Episode:	6386	Avereged	reward:	23.6
Episode:	6387	Avereged	reward:	23.77
Episode:	6388	Avereged	reward:	23.57
Episode:	6389	Avereged	reward:	23.87
Episode:	6390	Avereged	reward:	23.6
Episode:	6391	Avereged	reward:	24.03
Episode:	6392	Avereged	reward:	24.03
Episode:	6393	Avereged	reward:	24.13
Episode:	6394	Avereged	reward:	24.2
Episode:	6395	Avereged	reward:	23.73
Episode:	6396	Avereged	reward:	23.27
Episode:	6397	Avereged	reward:	23.73
Episode:	6398	Avereged	reward:	23.97
Episode:	6399	Avereged	reward:	24.13
Episode:	6400	Avereged	reward:	24.13
Episode:	6401	Avereged	reward:	23.77
Episode:	6402	Avereged	reward:	23.4
Episode:	6403	Avereged	reward:	23.2
Episode:	6404	Avereged	reward:	23.5
Episode:	6405	Avereged	reward:	23.9
Episode:	6406	Avereged	reward:	23.77
Episode:	6407	Avereged	reward:	24.13
Episode:	6408	Avereged	reward:	24.13
Episode:	6409	Avereged	reward:	23.93
Episode:	6410	Avereged	reward:	23.93
Episode:	6411	Avereged	reward:	24.43
Episode:	6412	Avereged	reward:	24.77
Episode:	6413	Avereged	reward:	25.23
Episode:	6414	Avereged	reward:	25.53
Episode:	6415	Avereged	reward:	25.3
Episode:	6416	Avereged	reward:	25.1
Episode:	6417	Avereged	reward:	24.77
Episode:	6418	Avereged	reward:	24.97
Episode:	6419	Avereged	reward:	24.97
Episode:	6420	Avereged	reward:	25.17
Episode:	6421	Avereged	reward:	24.73
Episode:	6422	Avereged	reward:	24.83
Episode:	6423	Avereged	reward:	24.77
Episode:	6424	Avereged	reward:	25.07
Episode:	6425	Avereged	reward:	25.17
Episode:	6426	Avereged	reward:	25.63
Episode:	6427	Avereged	reward:	25.63
Episode:	6428	Avereged	reward:	25.63
Episode:	6429	Avereged	reward:	25.63
Episode:	6430	Avereged	reward:	25.63
Episode:	6431	Avereged	reward:	25.7
Episode:	6432	Avereged	reward:	25.77
Episode:	6433	Avereged	reward:	25.97
Episode:	6434	Avereged	reward:	25.97
Episode:	6435	Avereged	reward:	25.5
Episode:	6436	Avereged	reward:	25.43
Episode:	6437	Avereged	reward:	25.1
Episode:	6438	Avereged	reward:	25.1
Episode:	6439	Avereged	reward:	25.3
Episode:	6440	Avereged	reward:	25.3
Episode:	6441	Avereged	reward:	24.87
Episode:	6442	Avereged	reward:	24.57
Episode:	6443	Avereged	reward:	24.57
Episode:	6444	Avereged	reward:	24.57
Episode:	6445	Avereged	reward:	24.53
Episode:	6446	Avereged	reward:	24.6
Episode:	6447	Avereged	reward:	24.97
Episode:	6448	Avereged	reward:	24.37
Episode:	6449	Avereged	reward:	24.53
Episode:	6450	Avereged	reward:	24.63
Episode:	6451	Avereged	reward:	24.63
Episode:	6452	Avereged	reward:	24.37
Episode:	6453	Avereged	reward:	23.97
Episode:	6454	Avereged	reward:	23.87
Episode:	6455	Avereged	reward:	23.47
Episode:	6456	Avereged	reward:	23.17
Episode:	6457	Avereged	reward:	22.87
Episode:	6458	Avereged	reward:	22.87
Episode:	6459	Avereged	reward:	22.87
Episode:	6460	Avereged	reward:	22.87
Episode:	6461	Avereged	reward:	23.17
Episode:	6462	Avereged	reward:	23.13
Episode:	6463	Avereged	reward:	23.03
Episode:	6464	Avereged	reward:	22.93
Episode:	6465	Avereged	reward:	23.13
Episode:	6466	Avereged	reward:	23.5
Episode:	6467	Avereged	reward:	23.83
Episode:	6468	Avereged	reward:	23.53
Episode:	6469	Avereged	reward:	23.83
Episode:	6470	Avereged	reward:	23.57
Episode:	6471	Avereged	reward:	23.8
Episode:	6472	Avereged	reward:	23.97
Episode:	6473	Avereged	reward:	23.57
Episode:	6474	Avereged	reward:	23.53
Episode:	6475	Avereged	reward:	23.57
Episode:	6476	Avereged	reward:	23.33
Episode:	6477	Avereged	reward:	23.33
Episode:	6478	Avereged	reward:	23.73
Episode:	6479	Avereged	reward:	23.4
Episode:	6480	Avereged	reward:	23.4
Episode:	6481	Avereged	reward:	22.93
Episode:	6482	Avereged	reward:	22.97
Episode:	6483	Avereged	reward:	23.43
Episode:	6484	Avereged	reward:	23.07
Episode:	6485	Avereged	reward:	23.4
Episode:	6486	Avereged	reward:	23.57
Episode:	6487	Avereged	reward:	23.8
Episode:	6488	Avereged	reward:	23.5
Episode:	6489	Avereged	reward:	22.87
Episode:	6490	Avereged	reward:	22.87
Episode:	6491	Avereged	reward:	22.87
Episode:	6492	Avereged	reward:	22.77
Episode:	6493	Avereged	reward:	22.6
Episode:	6494	Avereged	reward:	22.7
Episode:	6495	Avereged	reward:	22.33
Episode:	6496	Avereged	reward:	22.33
Episode:	6497	Avereged	reward:	22.4
Episode:	6498	Avereged	reward:	22.63
Episode:	6499	Avereged	reward:	22.33
Episode:	6500	Avereged	reward:	22.53
Episode:	6501	Avereged	reward:	22.37
Episode:	6502	Avereged	reward:	22.5
Episode:	6503	Avereged	reward:	22.9
Episode:	6504	Avereged	reward:	22.63
Episode:	6505	Avereged	reward:	22.87
Episode:	6506	Avereged	reward:	23.13
Episode:	6507	Avereged	reward:	22.8
Episode:	6508	Avereged	reward:	23.07
Episode:	6509	Avereged	reward:	23.23
Episode:	6510	Avereged	reward:	22.8
Episode:	6511	Avereged	reward:	23.27
Episode:	6512	Avereged	reward:	23.33
Episode:	6513	Avereged	reward:	23.37
Episode:	6514	Avereged	reward:	23.9
Episode:	6515	Avereged	reward:	23.97
Episode:	6516	Avereged	reward:	23.7
Episode:	6517	Avereged	reward:	23.7
Episode:	6518	Avereged	reward:	24
Episode:	6519	Avereged	reward:	24.63
Episode:	6520	Avereged	reward:	24.53
Episode:	6521	Avereged	reward:	24.53
Episode:	6522	Avereged	reward:	25.07
Episode:	6523	Avereged	reward:	24.9
Episode:	6524	Avereged	reward:	24.8
Episode:	6525	Avereged	reward:	25.2
Episode:	6526	Avereged	reward:	25.1
Episode:	6527	Avereged	reward:	25.1
Episode:	6528	Avereged	reward:	24.97
Episode:	6529	Avereged	reward:	24.67
Episode:	6530	Avereged	reward:	24.5
Episode:	6531	Avereged	reward:	24.17
Episode:	6532	Avereged	reward:	23.8
Episode:	6533	Avereged	reward:	23.63
Episode:	6534	Avereged	reward:	23.67
Episode:	6535	Avereged	reward:	23.3
Episode:	6536	Avereged	reward:	23.5
Episode:	6537	Avereged	reward:	23.83
Episode:	6538	Avereged	reward:	23.77
Episode:	6539	Avereged	reward:	23.63
Episode:	6540	Avereged	reward:	23.83
Episode:	6541	Avereged	reward:	23.83
Episode:	6542	Avereged	reward:	24.07
Episode:	6543	Avereged	reward:	23.83
Episode:	6544	Avereged	reward:	23.87
Episode:	6545	Avereged	reward:	23.7
Episode:	6546	Avereged	reward:	24.13
Episode:	6547	Avereged	reward:	24.2
Episode:	6548	Avereged	reward:	24.2
Episode:	6549	Avereged	reward:	23.5
Episode:	6550	Avereged	reward:	23.57
Episode:	6551	Avereged	reward:	23.13
Episode:	6552	Avereged	reward:	22.8
Episode:	6553	Avereged	reward:	23.23
Episode:	6554	Avereged	reward:	23.33
Episode:	6555	Avereged	reward:	23.33
Episode:	6556	Avereged	reward:	23
Episode:	6557	Avereged	reward:	22.8
Episode:	6558	Avereged	reward:	22.6
Episode:	6559	Avereged	reward:	22.67
Episode:	6560	Avereged	reward:	22.37
Episode:	6561	Avereged	reward:	22.4
Episode:	6562	Avereged	reward:	22.23
Episode:	6563	Avereged	reward:	22.4
Episode:	6564	Avereged	reward:	22.4
Episode:	6565	Avereged	reward:	23.4
Episode:	6566	Avereged	reward:	23.1
Episode:	6567	Avereged	reward:	23.1
Episode:	6568	Avereged	reward:	22.83
Episode:	6569	Avereged	reward:	22.9
Episode:	6570	Avereged	reward:	23
Episode:	6571	Avereged	reward:	22.73
Episode:	6572	Avereged	reward:	23.37
Episode:	6573	Avereged	reward:	23.57
Episode:	6574	Avereged	reward:	23.57
Episode:	6575	Avereged	reward:	23.73
Episode:	6576	Avereged	reward:	23.7
Episode:	6577	Avereged	reward:	23.67
Episode:	6578	Avereged	reward:	23.4
Episode:	6579	Avereged	reward:	23.8
Episode:	6580	Avereged	reward:	23.8
Episode:	6581	Avereged	reward:	24.07
Episode:	6582	Avereged	reward:	23.97
Episode:	6583	Avereged	reward:	23.37
Episode:	6584	Avereged	reward:	23.27
Episode:	6585	Avereged	reward:	23.17
Episode:	6586	Avereged	reward:	23.37
Episode:	6587	Avereged	reward:	23.27
Episode:	6588	Avereged	reward:	23.3
Episode:	6589	Avereged	reward:	23.3
Episode:	6590	Avereged	reward:	23.57
Episode:	6591	Avereged	reward:	23.7
Episode:	6592	Avereged	reward:	24.13
Episode:	6593	Avereged	reward:	24
Episode:	6594	Avereged	reward:	23.7
Episode:	6595	Avereged	reward:	22.93
Episode:	6596	Avereged	reward:	23.03
Episode:	6597	Avereged	reward:	23.33
Episode:	6598	Avereged	reward:	23.43
Episode:	6599	Avereged	reward:	23.5
Episode:	6600	Avereged	reward:	23.43
Episode:	6601	Avereged	reward:	23.5
Episode:	6602	Avereged	reward:	22.43
Episode:	6603	Avereged	reward:	22.13
Episode:	6604	Avereged	reward:	22.13
Episode:	6605	Avereged	reward:	21.9
Episode:	6606	Avereged	reward:	21.63
Episode:	6607	Avereged	reward:	21.43
Episode:	6608	Avereged	reward:	21.6
Episode:	6609	Avereged	reward:	21.93
Episode:	6610	Avereged	reward:	21.97
Episode:	6611	Avereged	reward:	22.13
Episode:	6612	Avereged	reward:	22.1
Episode:	6613	Avereged	reward:	22.7
Episode:	6614	Avereged	reward:	22.8
Episode:	6615	Avereged	reward:	22.9
Episode:	6616	Avereged	reward:	22.67
Episode:	6617	Avereged	reward:	22.5
Episode:	6618	Avereged	reward:	22.7
Episode:	6619	Avereged	reward:	22.93
Episode:	6620	Avereged	reward:	23
Episode:	6621	Avereged	reward:	23.13
Episode:	6622	Avereged	reward:	23.3
Episode:	6623	Avereged	reward:	23.43
Episode:	6624	Avereged	reward:	24
Episode:	6625	Avereged	reward:	24.13
Episode:	6626	Avereged	reward:	23.8
Episode:	6627	Avereged	reward:	23.5
Episode:	6628	Avereged	reward:	23.77
Episode:	6629	Avereged	reward:	24
Episode:	6630	Avereged	reward:	24.03
Episode:	6631	Avereged	reward:	24.03
Episode:	6632	Avereged	reward:	24.9
Episode:	6633	Avereged	reward:	25.03
Episode:	6634	Avereged	reward:	24.93
Episode:	6635	Avereged	reward:	24.9
Episode:	6636	Avereged	reward:	25.47
Episode:	6637	Avereged	reward:	26.57
Episode:	6638	Avereged	reward:	26.5
Episode:	6639	Avereged	reward:	25.97
Episode:	6640	Avereged	reward:	25.97
Episode:	6641	Avereged	reward:	25.97
Episode:	6642	Avereged	reward:	26.33
Episode:	6643	Avereged	reward:	26.07
Episode:	6644	Avereged	reward:	26
Episode:	6645	Avereged	reward:	25.83
Episode:	6646	Avereged	reward:	26.23
Episode:	6647	Avereged	reward:	26.47
Episode:	6648	Avereged	reward:	26.33
Episode:	6649	Avereged	reward:	26.33
Episode:	6650	Avereged	reward:	26.03
Episode:	6651	Avereged	reward:	26.33
Episode:	6652	Avereged	reward:	26.1
Episode:	6653	Avereged	reward:	26.07
Episode:	6654	Avereged	reward:	25.57
Episode:	6655	Avereged	reward:	25.2
Episode:	6656	Avereged	reward:	25.73
Episode:	6657	Avereged	reward:	25.6
Episode:	6658	Avereged	reward:	25.5
Episode:	6659	Avereged	reward:	24.8
Episode:	6660	Avereged	reward:	24.6
Episode:	6661	Avereged	reward:	24.8
Episode:	6662	Avereged	reward:	23.87
Episode:	6663	Avereged	reward:	24.03
Episode:	6664	Avereged	reward:	23.73
Episode:	6665	Avereged	reward:	23.67
Episode:	6666	Avereged	reward:	23
Episode:	6667	Avereged	reward:	21.77
Episode:	6668	Avereged	reward:	21.6
Episode:	6669	Avereged	reward:	22.1
Episode:	6670	Avereged	reward:	21.9
Episode:	6671	Avereged	reward:	21.83
Episode:	6672	Avereged	reward:	22.33
Episode:	6673	Avereged	reward:	22.6
Episode:	6674	Avereged	reward:	22.67
Episode:	6675	Avereged	reward:	22.63
Episode:	6676	Avereged	reward:	22.7
Episode:	6677	Avereged	reward:	22.53
Episode:	6678	Avereged	reward:	22.83
Episode:	6679	Avereged	reward:	22.47
Episode:	6680	Avereged	reward:	22.9
Episode:	6681	Avereged	reward:	22.6
Episode:	6682	Avereged	reward:	23.47
Episode:	6683	Avereged	reward:	23.4
Episode:	6684	Avereged	reward:	23.9
Episode:	6685	Avereged	reward:	23.87
Episode:	6686	Avereged	reward:	23.77
Episode:	6687	Avereged	reward:	23.67
Episode:	6688	Avereged	reward:	23.67
Episode:	6689	Avereged	reward:	24.1
Episode:	6690	Avereged	reward:	24.47
Episode:	6691	Avereged	reward:	24.4
Episode:	6692	Avereged	reward:	24.53
Episode:	6693	Avereged	reward:	24.23
Episode:	6694	Avereged	reward:	24.63
Episode:	6695	Avereged	reward:	24.97
Episode:	6696	Avereged	reward:	25.07
Episode:	6697	Avereged	reward:	25.23
Episode:	6698	Avereged	reward:	25.57
Episode:	6699	Avereged	reward:	25.17
Episode:	6700	Avereged	reward:	25.27
Episode:	6701	Avereged	reward:	24.97
Episode:	6702	Avereged	reward:	24.47
Episode:	6703	Avereged	reward:	24.4
Episode:	6704	Avereged	reward:	23.97
Episode:	6705	Avereged	reward:	23.77
Episode:	6706	Avereged	reward:	23.77
Episode:	6707	Avereged	reward:	24.07
Episode:	6708	Avereged	reward:	24.07
Episode:	6709	Avereged	reward:	24.33
Episode:	6710	Avereged	reward:	24.4
Episode:	6711	Avereged	reward:	24.47
Episode:	6712	Avereged	reward:	23.7
Episode:	6713	Avereged	reward:	23.73
Episode:	6714	Avereged	reward:	23.4
Episode:	6715	Avereged	reward:	23.13
Episode:	6716	Avereged	reward:	22.87
Episode:	6717	Avereged	reward:	23.07
Episode:	6718	Avereged	reward:	23.07
Episode:	6719	Avereged	reward:	23.1
Episode:	6720	Avereged	reward:	23.17
Episode:	6721	Avereged	reward:	23.03
Episode:	6722	Avereged	reward:	23.4
Episode:	6723	Avereged	reward:	23.57
Episode:	6724	Avereged	reward:	23.23
Episode:	6725	Avereged	reward:	23.03
Episode:	6726	Avereged	reward:	22.83
Episode:	6727	Avereged	reward:	22.53
Episode:	6728	Avereged	reward:	22.53
Episode:	6729	Avereged	reward:	23.8
Episode:	6730	Avereged	reward:	23.93
Episode:	6731	Avereged	reward:	24.03
Episode:	6732	Avereged	reward:	23.97
Episode:	6733	Avereged	reward:	24.03
Episode:	6734	Avereged	reward:	24.47
Episode:	6735	Avereged	reward:	24.63
Episode:	6736	Avereged	reward:	24.3
Episode:	6737	Avereged	reward:	24.03
Episode:	6738	Avereged	reward:	23.73
Episode:	6739	Avereged	reward:	23.4
Episode:	6740	Avereged	reward:	23.07
Episode:	6741	Avereged	reward:	23.5
Episode:	6742	Avereged	reward:	23.63
